price,price_per_sqft,bedrooms,bathrooms,sqft_living,sqft_lot,floors,view,condition,grade,house_age,years_since_renovation,lot_size_acres,clusters
785000.0,342.7947598253275,4,2.5,2290,13416,2.0,0,4,9,43,43,0.30798898071625347,light pink
450000.0,360.0,3,1.75,1250,5963,1.0,0,4,7,71,71,0.13689164370982554,purple
1350000.0,490.3741373047585,3,2.5,2753,65005,1.0,2,5,9,71,71,1.4923094582185492,dark purple
228000.0,191.5966386554622,3,1.0,1190,9199,1.0,0,3,7,69,69,0.2111799816345271,purple
345000.0,109.52380952380952,5,2.5,3150,9134,1.0,0,4,8,58,58,0.20968778696051424,purple
600000.0,425.531914893617,3,1.75,1410,4080,1.0,0,4,7,74,74,0.09366391184573003,light pink
585000.0,295.45454545454544,2,1.75,1980,8550,1.0,0,3,7,43,43,0.1962809917355372,light pink
920000.0,336.996336996337,5,2.25,2730,6000,1.5,0,3,8,97,97,0.13774104683195593,light pink
885000.0,312.7208480565371,4,2.5,2830,5000,2.0,0,3,9,29,29,0.1147842056932966,light pink
292500.0,130.0,4,2.5,2250,4495,2.0,0,3,7,16,16,0.10319100091827364,purple
301000.0,124.3801652892562,3,2.5,2420,4750,2.0,0,3,8,21,21,0.10904499540863177,purple
951000.0,292.61538461538464,5,3.25,3250,14342,2.0,4,4,8,56,56,0.32924701561065195,light pink
430000.0,232.4324324324324,4,3.0,1850,9976,2.0,0,3,8,33,33,0.2290174471992654,purple
650000.0,302.3255813953488,3,2.25,2150,21235,1.0,3,4,8,65,65,0.4874885215794307,light pink
289000.0,229.36507936507937,3,1.75,1260,8400,1.0,0,3,7,70,70,0.1928374655647383,purple
505000.0,200.47637951568083,3,1.75,2519,8690,2.0,0,5,8,51,51,0.1994949494949495,purple
549000.0,356.4935064935065,3,1.75,1540,1044,3.0,0,3,8,10,10,0.023966942148760332,light pink
425000.0,256.0240963855422,3,2.25,1660,6000,1.0,0,3,7,45,45,0.13774104683195593,purple
317625.0,114.66606498194946,3,2.75,2770,3809,1.5,0,5,7,99,99,0.08744260789715336,purple
975000.0,358.4558823529412,4,2.5,2720,11049,2.0,0,3,10,35,35,0.25365013774104683,light pink
287000.0,128.125,4,2.5,2240,4648,2.0,0,3,7,19,19,0.10670339761248852,purple
204000.0,204.0,3,1.0,1000,12070,1.0,0,4,7,56,56,0.277089072543618,purple
1325000.0,414.0625,5,2.25,3200,20158,1.0,0,3,8,59,59,0.46276400367309456,dark purple
1040000.0,218.02935010482184,5,3.25,4770,50094,1.0,0,4,11,51,51,1.15,dark purple
325000.0,257.93650793650795,3,2.0,1260,5612,1.0,0,4,7,52,52,0.1288337924701561,purple
571000.0,207.63636363636363,4,2.0,2750,7807,1.5,0,5,7,108,108,0.1792240587695133,light pink
360000.0,151.26050420168067,4,2.5,2380,5000,2.0,0,3,8,19,19,0.1147842056932966,purple
349000.0,194.97206703910612,3,1.75,1790,50529,1.0,0,5,7,59,59,1.1599862258953169,purple
832500.0,242.71137026239063,4,4.0,3430,35102,2.0,0,4,10,38,38,0.8058310376492195,light pink
380000.0,215.9090909090909,4,1.75,1760,7300,1.0,0,3,7,68,68,0.16758494031221305,purple
480000.0,461.5384615384616,3,1.0,1040,5060,1.0,0,3,7,83,83,0.11616161616161616,purple
410000.0,290.78014184397165,3,1.0,1410,5060,1.0,0,4,7,68,68,0.11616161616161616,purple
720000.0,208.69565217391303,4,2.5,3450,39683,2.0,0,3,10,22,22,0.9109963269054178,light pink
390000.0,165.95744680851064,3,2.5,2350,5100,2.0,0,3,8,21,21,0.11707988980716254,purple
360000.0,189.47368421052636,4,2.5,1900,5889,2.0,0,3,7,32,32,0.13519283746556474,purple
355000.0,175.74257425742573,2,1.0,2020,6720,1.0,0,3,7,76,76,0.15426997245179064,purple
356000.0,211.9047619047619,3,1.5,1680,8712,1.0,0,3,8,60,60,0.2,purple
315000.0,328.125,3,1.0,960,6634,1.0,0,3,6,72,72,0.15229568411386593,purple
940000.0,439.25233644859816,3,1.5,2140,3600,2.0,0,3,9,99,99,0.08264462809917356,light pink
305000.0,114.66165413533837,5,2.25,2660,8400,1.5,0,5,7,63,63,0.1928374655647383,purple
461000.0,166.4259927797834,3,3.25,2770,6278,2.0,0,3,9,18,18,0.1441230486685032,purple
215000.0,133.54037267080744,2,2.25,1610,2040,2.0,0,4,7,45,45,0.046831955922865015,purple
335000.0,325.24271844660194,2,1.75,1030,1066,2.0,0,3,7,18,18,0.024471992653810837,purple
243500.0,122.97979797979798,4,2.5,1980,7403,2.0,0,3,7,36,36,0.16994949494949496,purple
1099880.0,312.46590909090907,5,2.75,3520,6353,2.0,0,4,10,23,23,0.14584481175390265,dark purple
153000.0,127.5,3,1.0,1200,10500,1.0,0,3,7,62,62,0.24104683195592286,purple
430000.0,272.1518987341772,3,1.5,1580,5000,1.0,0,3,8,85,85,0.1147842056932966,purple
700000.0,443.0379746835443,3,1.5,1580,5000,1.0,0,3,8,85,85,0.1147842056932966,light pink
905000.0,274.24242424242425,4,2.5,3300,10250,1.0,0,3,7,78,33,0.23530762167125804,light pink
247500.0,126.27551020408164,3,1.75,1960,15681,1.0,0,3,7,57,57,0.3599862258953168,purple
199000.0,171.55172413793105,4,1.5,1160,6400,1.0,0,4,7,49,49,0.14692378328741965,purple
314000.0,173.48066298342542,3,1.75,1810,41800,1.0,0,5,7,44,44,0.9595959595959596,purple
437500.0,188.5775862068965,3,2.5,2320,36847,2.0,2,3,9,32,32,0.8458907254361799,purple
850830.0,411.0289855072464,3,2.5,2070,13241,1.5,0,5,9,114,114,0.3039715335169881,light pink
555000.0,280.3030303030303,3,2.0,1980,3478,1.5,0,4,7,95,95,0.07984389348025711,light pink
699950.0,319.61187214611874,3,2.25,2190,107593,2.0,0,4,8,41,41,2.4699954086317724,light pink
1088000.0,372.6027397260274,3,2.5,2920,8113,2.0,0,3,8,74,14,0.18624885215794307,dark purple
290000.0,239.6694214876033,3,1.0,1210,33919,1.0,0,3,7,70,70,0.7786730945821855,purple
375000.0,160.25641025641025,3,2.5,2340,10005,1.0,0,4,8,46,46,0.2296831955922865,purple
460000.0,275.4491017964072,3,1.0,1670,4005,1.5,0,4,7,85,85,0.09194214876033058,purple
188500.0,152.01612903225808,2,1.75,1240,2493,1.0,0,4,8,39,39,0.057231404958677685,purple
680000.0,216.5605095541401,4,2.5,3140,28037,2.0,0,4,10,33,33,0.6436409550045914,light pink
470000.0,231.5270935960591,5,1.75,2030,12342,2.0,0,4,7,82,82,0.2833333333333333,purple
597750.0,258.76623376623377,4,2.5,2310,9624,2.0,0,3,8,40,40,0.2209366391184573,light pink
570000.0,452.3809523809524,3,1.75,1260,3328,1.0,0,5,6,119,119,0.07640036730945822,light pink
272500.0,176.94805194805195,3,1.75,1540,12600,1.0,0,4,7,44,44,0.2892561983471074,purple
329950.0,158.62980769230768,3,1.75,2080,5969,1.0,2,3,7,53,53,0.1370293847566575,purple
480000.0,148.60681114551085,4,2.5,3230,16171,2.0,3,3,9,23,23,0.3712350780532599,purple
740500.0,169.06392694063928,3,3.5,4380,6350,2.0,0,3,8,124,25,0.14577594123048668,light pink
518500.0,326.1006289308176,3,3.5,1590,1102,3.0,0,3,8,14,14,0.02529843893480257,light pink
205425.0,233.4375,2,1.0,880,6780,1.0,0,4,6,79,79,0.15564738292011018,purple
171800.0,109.4267515923567,4,2.0,1570,9600,1.0,0,3,6,74,74,0.22038567493112948,purple
535000.0,332.2981366459628,4,1.0,1610,2982,1.5,0,4,7,99,99,0.0684573002754821,light pink
660000.0,275.0,3,2.5,2400,6474,1.0,2,3,8,60,60,0.14862258953168045,light pink
391500.0,270.0,3,2.0,1450,9132,1.0,0,3,7,37,37,0.2096418732782369,purple
395000.0,512.987012987013,2,1.0,770,6000,1.0,0,3,6,71,71,0.13774104683195593,purple
445000.0,211.9047619047619,4,1.75,2100,4400,1.5,0,5,7,100,100,0.10101010101010101,purple
770000.0,264.6048109965636,3,2.25,2910,10204,2.0,0,3,9,34,34,0.2342516069788797,light pink
1450000.0,527.2727272727273,4,2.75,2750,17789,1.5,0,3,8,110,32,0.4083792470156106,dark purple
445000.0,211.9047619047619,3,2.25,2100,8201,1.0,2,3,8,57,57,0.1882690541781451,purple
260000.0,120.37037037037037,4,2.25,2160,8811,1.0,0,3,8,46,46,0.20227272727272727,purple
822500.0,354.5258620689655,5,3.5,2320,4960,2.0,0,5,7,98,98,0.11386593204775022,light pink
430000.0,207.72946859903385,4,2.5,2070,4310,2.0,0,3,7,20,20,0.09894398530762168,purple
212000.0,200.0,3,1.75,1060,7875,1.0,0,4,7,38,38,0.18078512396694216,purple
660500.0,328.60696517412936,4,2.25,2010,9603,1.0,0,3,8,38,38,0.22045454545454546,light pink
784000.0,198.48101265822783,3,3.5,3950,111078,1.5,0,3,9,35,35,2.55,light pink
453246.0,225.4955223880597,3,2.5,2010,2287,2.0,0,3,8,10,10,0.05250229568411387,purple
675000.0,315.4205607476636,4,3.5,2140,2278,3.0,0,3,9,19,19,0.05229568411386593,light pink
199000.0,150.75757575757575,3,1.75,1320,17390,1.0,0,4,7,68,68,0.3992194674012856,purple
220000.0,108.91089108910892,4,1.75,2020,7840,1.0,0,3,7,56,56,0.17998163452708907,purple
452000.0,174.51737451737452,4,2.25,2590,10002,1.0,0,4,8,56,56,0.22961432506887053,purple
382500.0,321.42857142857144,2,1.0,1190,4440,1.0,0,3,6,43,43,0.10192837465564739,purple
519950.0,444.4017094017094,3,2.25,1170,1249,3.0,0,3,8,10,10,0.02867309458218549,light pink
665000.0,599.0990990990991,2,1.0,1110,3200,1.0,0,3,7,99,99,0.07346189164370982,light pink
527700.0,187.12765957446808,5,2.5,2820,9375,1.0,0,4,8,56,56,0.21522038567493113,light pink
205000.0,127.32919254658384,3,1.0,1610,8579,1.0,0,4,7,62,62,0.1969467401285583,purple
420000.0,396.2264150943397,3,1.0,1060,8097,1.0,0,4,7,101,101,0.1858815426997245,purple
500000.0,246.3054187192118,4,2.25,2030,8517,1.0,0,4,8,63,63,0.19552341597796144,purple
921500.0,251.0899182561308,4,2.5,3670,315374,2.0,0,4,9,30,30,7.2399908172635445,light pink
890000.0,349.01960784313724,4,1.0,2550,4000,2.0,0,3,8,119,119,0.09182736455463728,light pink
430000.0,177.68595041322314,2,2.5,2420,60984,2.0,0,3,7,17,17,1.4,purple
258000.0,114.15929203539822,5,2.0,2260,12500,1.0,0,4,8,64,64,0.2869605142332415,purple
511000.0,357.34265734265733,3,1.0,1430,3455,1.0,0,3,7,77,77,0.07931588613406795,purple
532170.0,391.3014705882353,3,2.0,1360,3090,2.0,0,3,8,34,34,0.0709366391184573,light pink
560000.0,504.5045045045045,3,1.0,1110,5000,1.5,0,3,7,77,77,0.1147842056932966,light pink
282950.0,226.36,3,1.0,1250,8200,1.0,0,4,7,70,70,0.18824609733700642,purple
2250000.0,434.3629343629344,4,3.25,5180,19850,2.0,3,3,12,18,18,0.4556932966023875,light purple
350000.0,500.0,1,1.0,700,5100,1.0,0,3,7,82,82,0.11707988980716254,purple
215000.0,182.20338983050848,3,1.0,1180,7669,1.0,0,4,7,57,57,0.17605601469237833,purple
650000.0,164.14141414141417,5,3.5,3960,25245,2.0,0,3,9,28,28,0.5795454545454546,light pink
320000.0,121.21212121212122,4,2.75,2640,7500,1.0,0,3,8,57,57,0.1721763085399449,purple
247000.0,194.488188976378,3,2.0,1270,7198,1.5,0,3,7,108,11,0.16524334251606979,purple
320000.0,181.8181818181818,4,1.75,1760,11180,1.0,0,4,8,56,56,0.2566574839302112,purple
255000.0,123.7864077669903,5,2.25,2060,8632,1.0,0,3,7,62,62,0.19816345270890726,purple
438000.0,246.06741573033707,3,1.75,1780,9660,1.0,0,3,7,62,62,0.22176308539944903,purple
900000.0,264.7058823529412,3,2.5,3400,16603,2.0,0,3,10,24,24,0.3811524334251607,light pink
441000.0,230.89005235602093,3,2.75,1910,7280,1.0,0,3,7,45,45,0.16712580348943984,purple
420000.0,207.92079207920796,3,2.0,2020,38332,1.0,0,4,7,49,49,0.8799816345270891,purple
370000.0,234.1772151898734,3,1.75,1580,7000,1.0,0,3,7,48,48,0.16069788797061524,purple
269950.0,201.455223880597,2,1.75,1340,7250,1.0,0,5,5,75,75,0.16643709825528008,purple
807100.0,301.15671641791045,4,2.5,2680,4499,2.0,0,3,9,25,25,0.10328282828282828,light pink
653000.0,243.65671641791045,3,2.5,2680,9750,1.0,0,4,8,45,45,0.2238292011019284,light pink
371500.0,271.1678832116788,3,2.0,1370,8336,1.0,0,5,7,60,60,0.1913682277318641,purple
284000.0,182.05128205128204,3,1.75,1560,21000,1.0,0,3,7,70,70,0.4820936639118457,purple
272000.0,125.92592592592592,3,1.75,2160,7140,1.0,0,4,7,46,46,0.16391184573002754,purple
313000.0,233.5820895522388,3,1.5,1340,7912,1.5,0,3,7,69,69,0.18163452708907254,purple
917500.0,236.46907216494844,4,2.5,3880,35003,2.0,0,3,10,40,40,0.8035583103764922,light pink
673000.0,259.8455598455598,4,2.25,2590,8190,2.0,0,4,8,44,44,0.18801652892561985,light pink
425000.0,379.4642857142857,3,2.5,1120,1100,2.0,0,3,8,16,16,0.025252525252525252,purple
399950.0,203.0203045685279,5,2.75,1970,5400,1.0,0,3,7,38,38,0.12396694214876033,purple
385000.0,315.57377049180326,3,1.0,1220,4800,1.0,0,3,6,123,123,0.11019283746556474,purple
269950.0,138.43589743589743,3,1.5,1950,7560,1.0,2,4,7,49,49,0.17355371900826447,purple
330000.0,244.44444444444449,2,1.0,1350,8220,1.0,0,3,7,75,75,0.1887052341597796,purple
260000.0,155.688622754491,3,2.5,1670,5797,2.0,0,3,7,36,36,0.13308080808080808,purple
470000.0,197.47899159663865,4,3.0,2380,5125,1.5,0,4,7,99,99,0.11765381083562902,purple
589000.0,241.39344262295083,4,3.0,2440,9600,2.0,0,5,7,63,63,0.22038567493112948,light pink
163500.0,155.71428571428572,2,1.5,1050,3419,2.0,0,3,7,28,28,0.07848943985307621,purple
835000.0,266.77316293929715,4,2.75,3130,13412,2.0,0,3,9,31,31,0.3078971533516988,light pink
1095000.0,267.7261613691932,5,3.0,4090,12850,1.0,2,4,10,38,38,0.29499540863177226,dark purple
269000.0,180.53691275167785,4,1.75,1490,10000,1.0,0,4,8,55,55,0.2295684113865932,purple
560000.0,294.7368421052632,3,2.5,1900,8744,2.0,0,3,8,37,37,0.2007346189164371,light pink
615000.0,462.406015037594,4,1.0,1330,2400,1.5,0,4,6,123,123,0.05509641873278237,light pink
585188.0,262.41614349775784,3,2.25,2230,10026,1.0,0,3,8,49,49,0.23016528925619834,light pink
305000.0,184.84848484848484,3,1.75,1650,9480,1.0,0,3,7,47,47,0.21763085399449036,purple
166950.0,140.2941176470588,3,1.0,1190,8820,1.0,0,3,6,65,65,0.2024793388429752,purple
799000.0,373.3644859813084,3,2.5,2140,9897,1.0,0,4,8,65,65,0.2272038567493113,light pink
400000.0,183.4862385321101,3,2.5,2180,7508,1.0,0,4,7,62,62,0.17235996326905417,purple
230000.0,216.9811320754717,3,1.0,1060,10228,1.0,0,3,7,76,76,0.23480257116620754,purple
256883.0,152.00177514792898,3,2.5,1690,5025,2.0,0,3,8,21,21,0.11535812672176309,purple
423000.0,214.72081218274116,4,2.0,1970,6480,1.5,0,5,7,104,104,0.1487603305785124,purple
465000.0,216.27906976744185,3,2.5,2150,4084,2.0,0,3,8,17,17,0.09375573921028467,purple
440000.0,230.36649214659687,3,2.5,1910,66211,2.0,0,3,7,27,27,1.5199954086317722,purple
385000.0,285.1851851851852,3,1.75,1350,155073,1.0,0,4,7,55,55,3.559986225895317,purple
210000.0,244.1860465116279,3,1.0,860,11725,1.0,0,4,6,81,81,0.2691689623507805,purple
297000.0,153.09278350515464,3,2.5,1940,14952,2.0,0,3,8,30,30,0.3432506887052342,purple
470000.0,465.34653465346537,3,1.0,1010,5000,1.0,0,3,7,72,72,0.1147842056932966,purple
226500.0,174.23076923076923,3,1.5,1300,7370,1.0,0,4,7,48,48,0.1691919191919192,purple
274250.0,301.3736263736264,3,1.0,910,8450,1.0,0,4,6,62,62,0.19398530762167127,purple
840000.0,338.7096774193548,4,1.75,2480,11010,1.0,0,4,9,58,58,0.2527548209366391,light pink
677900.0,277.827868852459,3,2.5,2440,4587,2.0,0,3,8,14,14,0.1053030303030303,light pink
425000.0,420.7920792079208,3,1.0,1010,5864,1.0,0,3,7,109,109,0.13461891643709825,purple
180250.0,200.27777777777777,2,0.75,900,9600,1.0,0,3,6,83,83,0.22038567493112948,purple
464000.0,201.7391304347826,6,3.0,2300,3404,2.0,0,3,7,104,30,0.07814508723599632,purple
320000.0,206.4516129032258,4,2.25,1550,7579,2.0,0,3,8,31,31,0.173989898989899,purple
625504.0,492.52283464566926,3,2.25,1270,1566,2.0,0,3,8,10,10,0.03595041322314049,light pink
592500.0,264.50892857142856,4,2.5,2240,12032,1.0,0,3,9,41,41,0.27621671258034897,light pink
465000.0,171.33382461311717,3,2.5,2714,17936,2.0,0,3,9,19,19,0.41175390266299355,purple
477000.0,277.3255813953488,4,2.75,1720,6270,2.0,0,3,8,46,46,0.14393939393939395,purple
280000.0,329.4117647058824,2,1.0,850,16400,1.0,0,3,6,101,101,0.37649219467401285,purple
1505000.0,456.06060606060606,5,3.0,3300,33474,1.0,3,3,9,67,33,0.7684573002754821,dark purple
445838.0,198.15022222222223,3,2.5,2250,5692,2.0,0,3,8,24,24,0.13067033976124887,purple
1072000.0,274.87179487179486,2,2.25,3900,14864,1.0,3,3,8,77,77,0.34123048668503214,dark purple
467000.0,353.7878787878788,2,1.5,1320,10800,1.0,0,4,8,77,77,0.24793388429752067,purple
686000.0,248.5507246376812,4,2.5,2760,6440,2.0,0,3,10,25,25,0.14784205693296604,light pink
279950.0,159.97142857142856,3,2.0,1750,9750,1.0,0,3,7,63,63,0.2238292011019284,purple
527000.0,226.1802575107296,4,2.25,2330,19436,2.0,0,3,8,37,37,0.44618916437098255,light pink
325000.0,146.3963963963964,3,2.25,2220,16020,1.0,0,4,8,58,58,0.3677685950413223,purple
328000.0,162.37623762376236,3,2.25,2020,8379,2.0,0,3,7,30,30,0.19235537190082644,purple
390000.0,312.0,3,2.25,1250,7500,1.0,0,5,7,82,82,0.1721763085399449,purple
479950.0,317.8476821192053,2,2.0,1510,6516,1.0,0,3,8,19,19,0.14958677685950414,purple
264950.0,154.0406976744186,4,2.25,1720,9753,1.0,0,4,7,46,46,0.22389807162534436,purple
235000.0,164.33566433566435,3,1.0,1430,15246,1.0,0,4,7,63,63,0.35,purple
516500.0,348.9864864864865,3,2.5,1480,4729,2.0,0,3,7,20,20,0.10856290174471993,purple
655000.0,451.7241379310345,2,1.75,1450,15798,2.0,4,3,7,109,46,0.36267217630853993,light pink
500000.0,219.2982456140351,4,2.75,2280,15347,1.0,0,5,7,64,64,0.3523186409550046,purple
315000.0,107.14285714285714,6,2.75,2940,7350,1.0,0,3,8,46,46,0.16873278236914602,purple
213000.0,213.0,2,1.0,1000,10200,1.0,0,3,6,63,63,0.23415977961432508,purple
475000.0,191.53225806451613,3,1.5,2480,5280,1.5,0,5,7,77,77,0.12121212121212122,purple
1025000.0,272.6063829787234,5,4.0,3760,28040,2.0,0,3,10,41,41,0.6437098255280074,dark purple
416000.0,187.38738738738735,3,2.0,2220,94300,1.0,0,5,7,48,48,2.164830119375574,purple
410000.0,208.12182741116752,4,1.0,1970,4740,1.5,0,3,7,120,19,0.10881542699724518,purple
800000.0,208.87728459530027,3,3.5,3830,221284,2.0,0,3,10,31,31,5.079981634527089,light pink
472000.0,107.02947845804988,6,2.5,4410,14034,1.0,2,4,9,59,59,0.3221763085399449,purple
225000.0,157.34265734265733,3,1.75,1430,8505,1.0,0,4,7,56,56,0.1952479338842975,purple
210000.0,253.0120481927711,2,1.0,830,6000,1.0,0,3,6,84,84,0.13774104683195593,purple
455000.0,318.1818181818182,2,1.0,1430,5000,1.5,0,2,7,99,99,0.1147842056932966,purple
225000.0,173.07692307692307,3,1.0,1300,8316,1.0,0,4,6,70,70,0.19090909090909092,purple
480000.0,466.0194174757282,2,1.0,1030,3060,1.0,2,4,7,106,106,0.07024793388429752,purple
363000.0,132.4817518248175,3,2.5,2740,11872,2.0,0,3,9,34,34,0.27254361799816346,purple
2400000.0,657.5342465753424,4,2.5,3650,8354,1.0,4,3,9,24,24,0.19178145087235995,light purple
181000.0,251.38888888888889,2,1.5,720,5120,1.0,0,3,6,70,70,0.11753902662993572,purple
250000.0,124.37810945273633,4,2.0,2010,7312,1.0,0,4,7,48,48,0.16786042240587695,purple
481000.0,308.3333333333333,3,1.75,1560,3000,1.0,0,4,6,106,106,0.06887052341597796,purple
260000.0,143.646408839779,3,2.0,1810,7209,1.0,0,4,7,46,46,0.16549586776859504,purple
455000.0,135.41666666666666,4,2.5,3360,7685,2.0,0,3,9,23,23,0.1764233241505969,purple
415000.0,274.8344370860927,3,2.25,1510,36224,2.0,0,3,8,33,33,0.8315886134067952,purple
349500.0,249.64285714285717,3,1.0,1400,3538,1.0,0,3,7,71,71,0.08122130394857667,purple
245000.0,141.6184971098266,3,2.5,1730,7442,2.0,0,3,7,37,37,0.17084481175390268,purple
592500.0,417.2535211267606,2,2.0,1420,9191,1.5,2,5,7,96,96,0.2109963269054178,light pink
385000.0,163.135593220339,4,1.75,2360,7620,1.0,0,4,7,69,69,0.174931129476584,purple
315000.0,199.36708860759487,3,1.75,1580,11455,1.0,0,4,7,50,50,0.26297061524334253,purple
255000.0,207.3170731707317,3,1.0,1230,10170,1.0,0,3,7,45,45,0.2334710743801653,purple
693000.0,281.7073170731707,4,2.5,2460,4425,2.0,0,3,8,18,18,0.10158402203856749,light pink
780000.0,469.8795180722892,3,1.0,1660,4400,1.5,0,3,8,113,113,0.10101010101010101,light pink
237000.0,186.6141732283465,3,1.75,1270,8470,1.0,0,4,7,64,64,0.19444444444444445,purple
525000.0,250.0,3,2.25,2100,40510,2.0,0,3,10,45,45,0.929981634527089,light pink
425000.0,551.9480519480519,2,1.0,770,5040,1.0,0,3,5,94,94,0.11570247933884298,purple
369900.0,486.7105263157895,1,0.75,760,10079,1.0,4,5,5,88,88,0.23138200183654728,purple
290000.0,170.58823529411765,4,2.5,1700,7280,2.0,0,4,7,36,36,0.16712580348943984,purple
285000.0,254.4642857142857,3,1.0,1120,10701,1.0,0,3,7,70,70,0.24566115702479338,purple
415000.0,387.8504672897196,2,1.0,1070,4500,1.0,0,3,7,87,87,0.10330578512396695,purple
272500.0,131.6425120772947,3,2.5,2070,9900,1.0,0,3,8,45,45,0.22727272727272727,purple
2900000.0,574.2574257425742,4,3.25,5050,20100,1.5,2,3,11,42,16,0.46143250688705234,light purple
1365000.0,257.0621468926554,4,4.75,5310,57346,2.0,0,4,11,35,35,1.3164830119375575,dark purple
436000.0,419.2307692307692,2,1.0,1040,7538,1.0,0,4,7,85,85,0.17304866850321396,purple
